Date;Year;Month;Day;AL;AT;BE;BG;CH;CZ;DE;DK;EE;ES;FI;FR;GR;HR;HU;IE;IS;IT;LT;LV;ME;MK;NL;NO;PL;PT;RO;RS;SE;SI;SK;TR;UK
21/01/2015;2015;1;21;0;0.439543117;0.359644928;0;0.005973467;0.196589962;0.425446735;0;0.486458333;0.679968134;0.524384829;0.550279555;0;0;0.505452586;0.711240355;0;0;0.699544271;0;0;0;0;0.511542364;0.654666005;0.294672429;0.572532772;2.32E-07;0.011143866;0.432075419;0.343596218;0;0.319068204
22/01/2015;2015;1;22;0;0.427730922;0.34515942;0;0.006400718;0.188938447;0.413023959;0;0.4875;0.653027231;0.542889859;0.550025047;0;0;0.282291667;0.63916956;0;0;0.658854167;0;0;0;0;0.502799338;0.627395282;0.260867741;0.62539872;1.16E-07;0.009994774;0.418177034;0.468474647;0;0.318756004
23/01/2015;2015;1;23;0;0.416069066;0.354695652;0;0.006313445;0.190616477;0.399851247;0;0.4875;0.653992854;0.5066839;0.549608946;0;0;0.241512213;0.596059992;0;0;0.547526042;0;0;0;0;0.50226046;0.625951279;0.178975048;0.635635924;5.81E-08;0.009094447;0.41736309;0.098957467;0;0.317255043
24/01/2015;2015;1;24;0;0.397162337;0.360615942;0;0.005973467;0.116633523;0.382699247;0;0.4875;0.620340865;0.36338797;0.498913289;0;0;0.267510776;0.645026042;0;0;0.512369792;0;0;0;0;0.487254707;0.63445657;0.172364888;0.602757179;2.90E-08;0.006768419;0.385665559;0;0;0.348463016
25/01/2015;2015;1;25;0;0.363604246;0.35640942;0;0.002986734;0.20378125;0.343721601;0;0.486979167;0.595065662;0.33639974;0.441693329;0;0;0.263588362;0.64327064;0;0;0.509440104;0;0;0;0;0.480864191;0.635315256;0.184130581;0.681978777;1.45E-08;0.005570714;0.391131687;0.158060751;0;0.347454371
26/01/2015;2015;1;26;0;0.362100848;0.347195652;0;0.003200359;0.200928977;0.343648483;0;0.4875;0.643902086;0.455675934;0.504427639;0;0;0.257719109;0.640157215;0;0;0.369140625;0;0;0;0;0.493987622;0.626193783;0.230324773;0.718135924;7.26E-09;0.004996778;0.381995885;0.376872402;0;0.411551393
27/01/2015;2015;1;27;0;0.366359222;0.364217391;0;0.003156723;0.199356061;0.362933357;0;0.4875;0.561461954;0.479110881;0.502807672;0;0;0.277596983;0.6271576;0;0;0.537760417;0;0;0;0;0.502697699;0.654424603;0.243605237;0.6764201;3.63E-09;0.004546919;0.346644508;0.355028055;0;0.406556196
28/01/2015;2015;1;28;0;0.358414517;0.363742754;0;0.002986734;0.205622159;0.359737729;0;0.4875;0.53775589;0.46519761;0.474771346;0;0;0.322428161;0.599558256;0;0;0.459635417;0;0;0;0;0.522153417;0.664311067;0.221799821;0.6844304;1.82E-09;0.003384057;0.332843859;0.307369077;0;0.399099424
29/01/2015;2015;1;29;0;0.356137621;0.363992754;0;0.001493367;0.210106061;0.366919613;0;0.4875;0.614498841;0.478742085;0.498121485;0;0;0.385675287;0.603149113;0;0;0.422851563;0;0;0;0;0.524858787;0.649281305;0.210874734;0.673724407;9.08E-10;0.002785281;0.321197373;0.35680798;0;0.5123439
30/01/2015;2015;1;30;0;0.376314721;0.333851449;0;0.00160018;0.204059659;0.383889904;0;0.4875;0.732425647;0.537983813;0.606768308;0;0;0.404996408;0.653528164;0;0;0.425130208;0;0;0;0;0.523421722;0.643279321;0.230638078;0.63480025;4.54E-10;0.002498351;0.359447214;0.335320726;0;0.442471182
31/01/2015;2015;1;31;0;0.365191082;0.319242754;0;0.001578361;0.11667803;0.37811745;0;0.4875;0.740054075;0.445006127;0.596874798;0;0;0.434913793;0.638453897;0;0;0.445963542;0;0;0;0;0.501232566;0.650100309;0.334762784;0.626368914;2.27E-10;0.00227344;0.321246834;0.356832571;0;0.34123439
01/02/2015;2015;2;1;0;0.341710265;0.33490942;0;0.001493367;0.204318182;0.338592425;0;0.4875;0.749010236;0.437108098;0.551871243;0;0;0.446059626;0.635441744;0;0;0.385416667;0;0;0;0;0.489355823;0.646819885;0.420708851;0.663626717;1.13E-10;0.001692019;0.291775878;0.346389235;0;0.375084054
02/02/2015;2015;2;2;0;0.345783721;0.319601449;0;0.000746683;0.203110795;0.330607727;0;0.4875;0.805281962;0.537551062;0.58031963;0;0;0.389471983;0.587321566;0;0;0.615885417;0;0;0;0;0.511781032;0.64405754;0.429162471;0.683702247;5.67E-11;0.001392636;0.331941675;0.350848919;0;0.33293708
03/02/2015;2015;2;3;0;0.341864363;0.335532609;0;0.00080009;0.208054924;0.349468119;0;0.4875;0.844269023;0.52169373;0.588274029;0;0;0.365204741;0.540114776;0;0;0.559570313;0;0;0;0;0.508277894;0.633366402;0.451665827;0.661375156;2.84E-11;0.001249173;0.324406458;0.3361977;0;0.294128242
04/02/2015;2015;2;4;0;0.336813699;0.348181159;0;0.000789181;0.202752841;0.357800658;0;0.4875;0.833381615;0.571961806;0.571609786;0;0;0.363175287;0.608130787;0;0;0.467447917;0;0;0;0;0.508660565;0.623309083;0.436179646;0.618032147;1.42E-11;0.001136719;0.292266144;0.340252147;0;0.264349183
05/02/2015;2015;2;5;0;0.332116333;0.353695652;0;0.000746683;0.203412879;0.347121932;0;0.4875;0.801636732;0.573690257;0.595113438;0;0;0.362101293;0.695678048;0;0;0.542317708;0;0;0;0;0.502243898;0.631884921;0.399387378;0.62690824;7.09E-12;0.000846009;0.291102406;0.357625381;0;0.279598943
06/02/2015;2015;2;6;0;0.323180889;0.346007246;0;0.000373342;0.199813447;0.33423287;0;0.4875;0.800912514;0.527134395;0.590201021;0;0;0.357413793;0.649596836;0;0;0.587239583;0;0;0;0;0.498175732;0.628119489;0.448001287;0.614050874;3.55E-12;0.000696318;0.309428617;0.323790524;0;0.302461575
07/02/2015;2015;2;7;0;0.308624992;0.357380435;0;0.000400045;0.09211553;0.323298602;0;0.3046875;0.776047702;0.438440819;0.547681953;0;0;0.358591954;0.585895062;0;0;0.287109375;0;0;0;0;0.477990411;0.58119709;0.495715844;0.641350187;1.77E-12;0.000624586;0.289020655;0.315232405;0;0.292567243
08/02/2015;2015;2;8;0;0.295027512;0.351822464;0;0.00039459;0.214591856;0.305756374;0;0.488541667;0.686944766;0.448192402;0.469697337;0;0;0.364493534;0.548469329;0;0;0.308268229;0;0;0;0;0.465072699;0.579898589;0.371131252;0.57543118;8.86E-13;0.000568359;0.285771209;0.105169368;0;0.281724304
09/02/2015;2015;2;9;0;0.296975916;0.335112319;0;0.000373342;0.200352273;0.293062585;0;0.513020833;0.729239088;0.539525888;0.501611887;0;0;0.366023707;0.522092014;0;0;0.4609375;0;0;0;0;0.48217765;0.583924162;0.386754504;0.588461923;4.43E-13;0.000423004;0.290117917;0.218627736;0;0.277689721
10/02/2015;2015;2;10;0;0.297751669;0.325467391;0;0.000186671;0.211680871;0.313465105;0;0.497395833;0.735515643;0.543147467;0.50175328;0;0;0.378178879;0.350979938;0;0;0.355143229;0;0;0;0;0.498265516;0.606496914;0.447825053;0.540740481;2.22E-13;0.000348159;0.273303261;0.310775838;0;0.282540826
11/02/2015;2015;2;11;0;0.307451591;0.320007246;0;0.000200022;0.214060606;0.316907665;0;0.4875;0.760066628;0.526088899;0.487266499;0;0;0.403250718;0.317640818;0;0;0.553059896;0;0;0;0;0.522421025;0.609982363;0.479744321;0.530405119;1.11E-13;0.000312293;0.291687638;0.330670892;0;0.305799712
12/02/2015;2015;2;12;0;0.30533631;0.320702899;0;0.000197295;0.215345644;0.326963695;0;0.5140625;0.710892236;0.516067708;0.476128725;0;0;0.488078305;0.332348573;0;0;0.563151042;0;0;0;0;0.54308682;0.570977734;0.471750867;0.538273252;5.54E-14;0.00028418;0.323087607;0.342200402;0;0.284365994
13/02/2015;2015;2;13;0;0.310491461;0.317032609;0;0.000186671;0.211700758;0.329797945;0;0.514583333;0.732063538;0.543418096;0.468396516;0;0;0.58641523;0.453328511;0;0;0.671549479;0;0;0;0;0.53437622;0.573159171;0.399753832;0.560377341;2.77E-14;0.000211502;0.330819484;0.329582987;0;0.279190682
14/02/2015;2015;2;14;0;0.293200884;0.322673913;0;9.33E-05;0.211910038;0.31292472;0;0.516666667;0.724966203;0.501600797;0.450419333;0;0;0.585319684;0.497957176;0;0;0.421549479;0;0;0;0;0.506629533;0.574996693;0.332494126;0.526768102;1.38E-14;0.000174079;0.291346945;0.335746744;0;0.290273775
15/02/2015;2015;2;15;0;0.276344789;0.344876812;0;0.000100011;0.216306818;0.286041932;0;0.521354167;0.756831788;0.459673713;0.456915358;0;0;0.57222342;0.403488619;0;0;0.293294271;0;0;0;0;0.488513598;0.592625661;0.323937003;0.507287765;6.92E-15;0.000156147;0.286913976;0.326155791;0;0.273018732
16/02/2015;2015;2;16;0;0.281343587;0.336905797;0;9.86E-05;0.207210227;0.29092391;0;0.538020833;0.781213789;0.54204325;0.530080473;0;0;0.570696839;0.446078318;0;0;0.284179688;0;0;0;0;0.481607043;0.572960758;0.422458599;0.51333505;3.46E-15;0.00014209;0.304045188;0.322203865;0;0.381448127
17/02/2015;2015;2;17;0;0.299413675;0.323721014;0;9.33E-05;0.199607008;0.30876261;0;0.5546875;0.75323484;0.561808109;0.540175974;0;0;0.557065374;0.434036458;0;0;0.430989583;0;0;0;0;0.484345014;0.612656526;0.412992335;0.501779338;1.73E-15;0.000105751;0.347965733;0.354422624;0;0.356664265
18/02/2015;2015;2;18;0;0.30494693;0.315376812;0;4.67E-05;0.203315341;0.332580059;0;0.5375;0.750144844;0.532215074;0.565671256;0;0;0.527295259;0.427485532;0;0;0.435872396;0;0;0;0;0.488172594;0.570512566;0.53394036;0.508219413;8.66E-16;8.70E-05;0.343196027;0.351293641;0;0.357444765
19/02/2015;2015;2;19;0;0.30327891;0.305231884;0;5.00E-05;0.207620265;0.33191993;0;0.5375;0.779813635;0.553578176;0.548041497;0;0;0.502018678;0.398236883;0;0;0.348632813;0;0;0;0;0.507230474;0.528596781;0.599895099;0.81213015;4.33E-16;7.81E-05;0.331889047;0.334952549;0;0.389289145
20/02/2015;2015;2;20;0;0.292071832;0.310934783;0;4.93E-05;0.211980114;0.309595917;0;0.514583333;0.797243144;0.564657373;0.530694525;0;0;0.491497845;0.404447338;0;0;0.388346354;0;0;0;0;0.526447176;0.566111111;0.633064787;0.502294007;2.16E-16;7.10E-05;0.30959006;0.354474231;0;0.458333333
21/02/2015;2015;2;21;0;0.269489296;0.337481884;0;4.67E-05;0.210664773;0.288482298;0;0.490104167;0.725738702;0.476875255;0.5074777;0;0;0.488053161;0.391090856;0;0;0.269856771;0;0;0;0;0.527798117;0.565202822;0.607194808;0.429673845;1.08E-16;5.29E-05;0.264924422;0.333374203;0;0.443707973
22/02/2015;2015;2;22;0;0.270328192;0.326713768;0;2.33E-05;0.21750947;0.287711539;0;0.486979167;0.694838741;0.461665135;0.492126398;0;0;0.49204023;0.427973573;0;0;0.384114583;0;0;0;0;0.510256799;0.554714506;0.582019973;0.429241105;5.41E-17;4.35E-05;0.317687164;0.318413342;0;0.415706052
23/02/2015;2015;2;23;0;0.295580011;0.312583333;0;2.50E-05;0.212522727;0.288651715;0;0.475;0.772040363;0.501425909;0.545746881;0;0;0.502165948;0.519474344;0;0;0.283854167;0;0;0;0;0.492477685;0.561419753;0.534965592;0.483931024;2.70E-17;3.90E-05;0.425484726;0.296771959;0;0.361815562
24/02/2015;2015;2;24;0;0.318865386;0.300507246;0;2.47E-05;0.211239583;0.331750726;0;0.475;0.776313248;0.509510315;0.571880454;0;0;0.521264368;0.471468943;0;0;0.46875;0;0;0;0;0.482649582;0.538361993;0.544816493;0.501293695;1.35E-17;3.55E-05;0.435268281;0.397266556;0;0.355739673
25/02/2015;2015;2;25;0;0.330859492;0.313583333;0;2.33E-05;0.208341856;0.327120952;0;0.455208333;0.762191;0.50669424;0.568458729;0;0;0.593627874;0.593904321;0;0;0.483723958;0;0;0;0;0.484926081;0.577612434;0.477801555;0.534532459;6.76E-18;2.64E-05;0.467172365;0.462895539;0;0.409966378
26/02/2015;2015;2;26;0;0.317864123;0.301800725;0;1.17E-05;0.208833333;0.325482685;0;0.476041667;0.775202781;0.499279386;0.569957501;0;0;0.643491379;0.579633488;0;0;0.397135417;0;0;0;0;0.487026499;0.590199515;0.506295457;0.541054931;3.38E-18;2.18E-05;0.396621557;0.49711312;0;0.42339097
27/02/2015;2015;2;27;0;0.317135727;0.303894928;0;1.25E-05;0.208299242;0.316913387;0;0.486458333;0.812837968;0.522380387;0.577742227;0;0;0.616821121;0.657652392;0;0;0.569661458;0;0;0;0;0.4867894;0.565353836;0.560020141;0.586611111;1.69E-18;1.95E-05;0.393044476;0.461155791;0;0.394776657
28/02/2015;2015;2;28;0;0.300212731;0.310746377;0;1.23E-05;0.125676136;0.311566461;0;0.4875;0.800646968;0.433454989;0.575144625;0;0;0.574299569;0.66316358;0;0;0.401367188;0;0;0;0;0.460622734;0.579142416;0.555544366;0.631635768;8.45E-19;1.78E-05;0.345349003;0.441259698;0;0.346433718
01/03/2015;2015;3;1;0;0.282550815;0.316710145;0;1.17E-05;0.232087121;0.306219534;0;0.4875;0.79666377;0.390868183;0.521746332;0;0;0.549403736;0.702207755;0;0;0.450846354;0;0;0;0;0.447136332;0.628789683;0.482429786;0.648625156;4.23E-19;1.32E-05;0.289435739;0.429327376;0;0.348306916
02/03/2015;2015;3;2;0;0.327632449;0.339525362;0;5.83E-06;0.214372159;0.344835114;0;0.4671875;0.900033797;0.466703687;0.619364456;0;0;0.516878592;0.689894869;0;0;0.375976563;0;0;0;0;0.457764819;0.597565035;0.613983999;0.661184457;2.11E-19;1.09E-05;0.330726496;0.429432668;0;0.436275216
03/03/2015;2015;3;3;0;0.396571502;0.346427536;0;6.25E-06;0.220773674;0.382420789;0;0.4875;0.939720935;0.505860652;0.631552582;0;0;0.47722342;0.687165316;0;0;0.436523438;0;0;0;0;0.474258717;0.692002866;0.6088984;0.634794007;1.06E-19;9.76E-06;0.354853989;0.530239332;0;0.392663305
04/03/2015;2015;3;4;0;0.406620963;0.351880435;0;6.17E-06;0.224635417;0.359070315;0;0.4875;0.942014291;0.540968393;0.632065639;0;0;0.422654454;0.717086227;0;0;0.552408854;0;0;0;0;0.468943515;0.702998236;0.653105069;0.643414482;5.28E-20;8.88E-06;0.329331276;0.528105431;0;0.378278098
05/03/2015;2015;3;5;0;0.389019183;0.36232971;0;5.83E-06;0.213683712;0.359972846;0;0.4875;0.912707609;0.540798611;0.640044276;0;0;0.262984914;0.724500386;0;0;0.557291667;0;0;0;0;0.469052476;0.697842813;0.596922905;0.653466604;2.64E-20;6.61E-06;0.340538541;0.496374688;0;0.368443804
06/03/2015;2015;3;6;0;0.374122016;0.367971014;0;2.92E-06;0.21158428;0.369370337;0;0.4875;0.932865006;0.506423611;0.639450423;0;0;0.217051006;0.722843364;0;0;0.467122396;0;0;0;0;0.464961994;0.627032628;0.635888721;0.686473783;1.32E-20;5.44E-06;0.33656893;0.453192366;0;0.396037464
07/03/2015;2015;3;7;0;0.34084957;0.352318841;0;3.13E-06;0.113869318;0.354267336;0;0.4875;0.864788528;0.378729703;0.596943475;0;0;0.242306034;0.713263889;0;0;0.489257813;0;0;0;0;0.48204742;0.590397928;0.626001455;0.665284332;6.60E-21;4.88E-06;0.288410098;0.434349889;0;0.423066763
08/03/2015;2015;3;8;0;0.315082086;0.347228261;0;3.08E-06;0.233298295;0.323535653;0;0.4875;0.83439552;0.375289267;0.545039913;0;0;0.266716954;0.696280864;0;0;0.361979167;0;0;0;0;0.485094142;0.611669974;0.58986237;0.640213951;3.30E-21;4.44E-06;0.272792814;0.416386464;0;0.442951489
09/03/2015;2015;3;9;0;0.309819442;0.332278986;0;2.92E-06;0.222387311;0.318826138;0;0.4875;0.892960603;0.460218801;0.583442408;0;0;0.270862069;0.679041281;0;0;0.692382813;0;0;0;0;0.52260251;0.643759921;0.614866566;0.619343789;1.65E-21;3.30E-06;0.2897151;0.395578069;0;0.420605187
10/03/2015;2015;3;10;0;0.317730321;0.317594203;0;1.46E-06;0.212980114;0.330268523;0;0.4875;0.911500579;0.528955525;0.582691003;0;0;0.339231322;0.64291956;0;0;0.594401042;0;0;0;0;0.550428347;0.639734347;0.609267651;0.629116729;8.25E-22;2.72E-06;0.286157012;0.402868869;0;0.468876081
11/03/2015;2015;3;11;0;0.320758163;0.30357971;0;1.56E-06;0.214639205;0.328832337;0;0.4875;0.921712051;0.525510749;0.569185896;0;0;0.407604167;0.680969329;0;0;0.622395833;0;0;0;0;0.544891039;0.621948854;0.599055891;0.636536829;4.13E-22;2.44E-06;0.267853751;0.355483167;0;0.436311239
12/03/2015;2015;3;12;0;0.327462565;0.296460145;0;1.54E-06;0.213029356;0.328581935;0;0.4875;0.915628621;0.523972375;0.57019181;0;0;0.480614224;0.617311921;0;0;0.468098958;0;0;0;0;0.535123257;0.606248898;0.523064227;0.68319226;2.06E-22;2.22E-06;0.277099557;0.400913688;0;0.4498439
13/03/2015;2015;3;13;0;0.323631908;0.278869565;0;1.46E-06;0.204814394;0.328705811;0;0.4875;0.906093086;0.500312755;0.564548187;0;0;0.594461207;0.696372492;0;0;0.509765625;0;0;0;0;0.540338912;0.59646164;0.520676681;0.657941635;1.03E-22;1.65E-06;0.272826053;0.393659255;0;0.519584534
14/03/2015;2015;3;14;0;0.314240935;0.281166667;0;7.29E-07;0.101753788;0.326076928;0;0.4875;0.838040749;0.429493464;0.524747915;0;0;0.615104167;0.727772955;0;0;0.298502604;0;0;0;0;0.529114191;0.605927028;0.331106635;0.632440699;5.16E-23;1.36E-06;0.282634141;0.375151358;0;0.435158501
15/03/2015;2015;3;15;0;0.297968158;0.276221014;0;7.81E-07;0.223645833;0.317524373;0;0.4875;0.80965141;0.391964869;0.484786051;0;0;0.608728448;0.686030093;0;0;0.456380208;0;0;0;0;0.511289575;0.586919092;0.329822647;0.611450375;2.58E-23;1.22E-06;0.233825182;0.34815496;0;0.331808357
16/03/2015;2015;3;16;0;0.300908804;0.244086957;0;7.71E-07;0.207087121;0.311938713;0;0.4875;0.822952878;0.501800449;0.528319113;0;0;0.514396552;0.6872174;0;0;0.627929688;0;0;0;0;0.506077929;0.604814815;0.49083725;0.627735331;1.29E-23;1.11E-06;0.260628363;0.367138404;0;0.292807397
17/03/2015;2015;3;17;0;0.309648806;0.252728261;0;7.29E-07;0.218913826;0.325645028;0;0.4875;0.76986771;0.523900888;0.523378418;0;0;0.481569684;0.671974344;0;0;0.541992188;0;0;0;0;0.498829324;0.546295194;0.415684794;0.628078964;6.45E-24;8.26E-07;0.277795584;0.348399487;0;0.252137368
18/03/2015;2015;3;18;0;0.324842143;0.234018116;0;3.65E-07;0.218219697;0.339583731;0;0.4671875;0.720451912;0.456044475;0.515965355;0;0;0.489137931;0.629185957;0;0;0.571289063;0;0;0;0;0.498724721;0.595701058;0.44299821;0.589790886;3.22E-24;6.80E-07;0.255992007;0.344106747;0;0.213604707
19/03/2015;2015;3;19;0;0.332755277;0.235826087;0;3.91E-07;0.212589015;0.336309395;0;0.4875;0.707222866;0.474213644;0.51321424;0;0;0.486469109;0.523912037;0;0;0.466796875;0;0;0;0;0.513045502;0.624669312;0.340743538;0.596192572;1.61E-24;6.10E-07;0.263848132;0.366645885;0;0.21182757
20/03/2015;2015;3;20;0;0.33558392;0.222851449;0;3.85E-07;0.19577178;0.332575529;0;0.4875;0.708936848;0.506084048;0.528844289;0;0;0.535721983;0.279722222;0;0;0.553059896;0;0;0;0;0.505520397;0.590016534;0.302744209;0.54372628;8.06E-25;5.55E-07;0.291763612;0.396458507;0;0.214673391
21/03/2015;2015;3;21;0;0.321020506;0.21176087;0;3.65E-07;0.096924242;0.325849202;0;0.4875;0.731918694;0.418058109;0.497434717;0;0;0.57128592;0.287762346;0;0;0.471028646;0;0;0;0;0.502549338;0.581958774;0.263452501;0.580635924;4.03E-25;4.13E-07;0.244423077;0.426468897;0;0.22028098
22/03/2015;2015;3;22;0;0.330358861;0.200431159;0;1.82E-07;0.217193182;0.346733294;0;0.4875;0.707633256;0.43760723;0.462409508;0;0;0.562241379;0.286082176;0;0;0.432617188;0;0;0;0;0.494783647;0.544893078;0.261776883;0.546059613;2.02E-25;3.40E-07;0.217139126;0.367782627;0;0.215694044
23/03/2015;2015;3;23;0;0.340548139;0.206210145;0;1.95E-07;0.207711174;0.333232372;0;0.488541667;0.746016802;0.527833946;0.526743585;0;0;0.497801724;0.42048804;0;0;0.474283854;0;0;0;0;0.493358438;0.568238536;0.292353418;0.556273408;1.01E-25;3.05E-07;0.268205524;0.390720768;0;0.240069645
24/03/2015;2015;3;24;0;0.344886944;0.196398551;0;1.93E-07;0.210561553;0.34667419;0;0.479166667;0.701042874;0.488111469;0.529308868;0;0;0.475926724;0.422597415;0;0;0.500976563;0;0;0;0;0.494154812;0.556555335;0.294858454;0.537270599;5.04E-26;2.78E-07;0.265675451;0.394231089;0;0.258729587
