Date;Year;Month;Day;AT;BG;CH;CZ;DE;ES;FR;HU;IT;ME;NO;PL;PT;RO;RS;SE;SK
16/01/2015;2015;1;16;0.222464868;0.365341635;0;0.488551282;0.057621116;0.110914848;0.426588751;0.648087798;0;0.225555556;0.640738898;0.079708868;0.237589949;0.364873904;0;0.487744944;0.059878221
17/01/2015;2015;1;17;0.125808038;0.338202427;0;0.529757051;0.032362415;0.129927971;0.309623813;0.62577381;0;0.025810185;0.645302165;0.079842415;0.234836351;0.175829605;0;0.413318919;0.054243156
18/01/2015;2015;1;18;0.094619168;0.34442848;0;0.495971154;0.023505229;0.12590495;0.233833496;0.601138393;0;0;0.652807863;0.057462607;0.220203691;0.200838268;0;0.409443678;0.047306763
19/01/2015;2015;1;19;0.326326588;0.282008301;0;0.539316667;0.045813776;0.121510786;0.477644875;0.623113839;0;0.356675195;0.809401926;0.114869124;0.2733461;0.276234649;0;0.594859823;0
20/01/2015;2015;1;20;0.309672569;0.337430822;0;0.503378205;0.053662989;0.217506552;0.565984904;0.637116815;0;0.393731725;0.812693283;0.091979167;0.358339136;0.27404057;0;0.615881173;0
21/01/2015;2015;1;21;0.270092749;0.315559813;0;0.503973077;0.051510691;0.147376331;0.48985472;0.60406994;0;0.337517057;0.822905704;0.09201656;0.265743965;0.270051535;0;0.620231679;0.051195652
22/01/2015;2015;1;22;0.220812254;0.356481481;0;0.52533141;0.046608751;0.11299967;0.52107682;0.361495536;0;0.225270468;0.846854995;0.091981838;0.278522516;0.300918311;0;0.63178167;0.055010064
23/01/2015;2015;1;23;0.2714362;0.3049702;0;0.527523718;0.046941151;0.116779843;0.512610584;0.223229167;0;0.298178606;0.830028598;0.092000534;0.290152043;0.167970943;0;0.631724221;0
24/01/2015;2015;1;24;0.129075323;0.337696892;0;0.536167949;0.014774374;0.109803706;0.311526053;0.153954613;0;0;0.65710419;0.092037927;0.091486769;0.193005263;0;0.45437453;0
25/01/2015;2015;1;25;0.10792018;0.357093444;0;0.495959615;0.021675107;0.088476659;0.220152585;0.125208333;0;0;0.667450437;0.114826389;0.197263812;0.224692982;0;0.49122326;0.03223128
26/01/2015;2015;1;26;0.150909219;0.460887612;0;0.54750641;0.017427399;0.170939407;0.405841652;0.120907738;0;0.174437135;0.677740756;0.161009615;0.232578923;0.376738487;0;0.534344447;0.052273551
27/01/2015;2015;1;27;0.12957701;0.524052788;0;0.519461538;0.019888834;0.119584044;0.426553242;0.133783482;0;0.405015838;0.692979159;0.137892628;0.219710422;0.339739035;0;0.556055193;0.052521135
28/01/2015;2015;1;28;0.095213603;0.476718817;0;0.437439744;0.028393994;0.138136673;0.277057463;0.160877976;0;0.27353923;0.594158182;0.113685897;0.199437094;0.280349781;0;0.482655427;0.049608494
29/01/2015;2015;1;29;0.119346543;0.475654534;0;0.411728205;0.03030406;0.117913895;0.340643008;0.224926835;0;0.344183723;0.629094156;0.091153846;0.155727716;0.261940351;0;0.533015271;0.053377617
30/01/2015;2015;1;30;0.160522766;0.348180077;0;0.456858974;0.045956096;0.201982643;0.452824446;0.2896875;0;0.271739766;0.724346758;0.068269231;0.1709552;0.173094298;0;0.600338431;0.061712963
31/01/2015;2015;1;31;0.114390107;0.291028097;0;0.384746154;0.017889493;0.212278459;0.397837026;0.366082589;0;0.054145955;0.613402004;0.068362714;0.121668988;0.202016667;0;0.521645463;0.034254227
01/02/2015;2015;2;1;0.089997189;0.468683482;0;0.374032051;0.009899264;0.20439279;0.265065741;0.363177083;0;0.253841374;0.578495603;0.068667201;0.192157033;0.271166667;0;0.467381654;0.016861916
02/02/2015;2015;2;2;0.172570264;0.550101107;0;0.418735897;0.024575167;0.250284086;0.464141506;0.321324405;0;0.299524854;0.750838722;0.091493056;0.381810005;0.30127807;0;0.628606271;0.041472424
03/02/2015;2015;2;3;0.17450534;0.561542146;0;0.374423718;0.01813248;0.212447994;0.568125558;0.269296875;0;0.440175439;0.806034606;0.068659188;0.302387999;0.339979386;0;0.637897447;0.039237118
04/02/2015;2015;2;4;0.13665964;0.530518306;0;0.397405769;0.032195323;0.210745771;0.580462219;0.252075893;0;0.493941277;0.838746423;0.068544338;0.30470636;0.261599781;0;0.64972163;0.050453905
05/02/2015;2015;2;5;0.134720349;0.487308429;0;0.374517949;0.027147494;0.224975257;0.650885683;0.296357887;0;0.465349659;0.821168122;0.068704594;0.426894731;0.27604364;0;0.636675336;0.052041063
06/02/2015;2015;2;6;0.118608769;0.598313112;0;0.371947436;0.022018624;0.260781511;0.609863242;0.324229911;0;0.300097466;0.743428434;0.068712607;0.46821611;0.205280482;0;0.607595366;0.047997182
07/02/2015;2015;2;7;0.081410905;0.612335036;0;0.382616667;0.024318525;0.280921812;0.440929105;0.396186756;0;0.222334308;0.531828967;0.068573718;0.399352948;0.225047368;0;0.436870665;0.019245169
08/02/2015;2015;2;8;0.083451377;0.558562154;0;0.188787179;0.020259593;0.165156889;0.369541839;0.483017113;0;0.056989522;0.531907764;0.045721154;0.231548863;0.167620943;0;0.446532652;0
09/02/2015;2015;2;9;0.097573075;0.580140485;0;0.412379487;0.02860521;0.209396364;0.534529462;0.511469494;0;0.152476852;0.621822324;0.091247329;0.357471565;0.310619956;0;0.556063027;0.04787339
10/02/2015;2015;2;10;0.107164137;0.491645381;0;0.304724359;0.033130147;0.239479665;0.540352853;0.60000372;0;0.346983431;0.638712653;0.068357372;0.394745241;0.227173794;0;0.574567039;0.039087158
11/02/2015;2015;2;11;0.140753232;0.487973606;0;0.293939744;0.02704964;0.273604314;0.512154046;0.610364583;0;0.391069688;0.698049316;0.067689637;0.337305594;0.129039035;0;0.577839057;0.050928945
12/02/2015;2015;2;12;0.131905565;0.560876969;0;0.295782051;0.020677701;0.264655615;0.491381584;0.606439732;0;0.393557505;0.714911062;0.068344017;0.297722261;0.188850329;0;0.594460287;0.053807367
13/02/2015;2015;2;13;0.092982012;0.475388463;0;0.317187179;0.024882246;0.217572992;0.384384384;0.630249256;0;0.36035575;0.726574864;0.068530983;0.08299675;0.279134649;0;0.636388088;0.055785024
14/02/2015;2015;2;14;0.07440697;0.379709451;0;0.234636538;0.002972112;0.17401853;0.312586235;0.613102679;0;0.319452973;0.62920358;0.057179487;0.159064531;0.276058114;0;0.58367542;0.02806562
15/02/2015;2015;2;15;0.079933952;0.445455513;0;0.163105128;0.008424188;0.180295907;0.230262357;0.612217262;0;0.16057383;0.527900037;0.045942842;0.183945566;0.30545614;0;0.494030459;0.027889493
16/02/2015;2015;2;16;0.14745222;0.481960409;0;0.310972436;0.008628953;0.230794432;0.437053608;0.61438244;0;0.217526803;0.666950746;0.069051816;0.167986885;0.263243311;0;0.604926569;0.035072464
17/02/2015;2015;2;17;0.211895728;0.488080034;0;0.271705128;0.030986976;0.195996224;0.4549651;0.607544643;0;0.286565546;0.690366546;0.080389957;0.103278784;0.24476557;0;0.620821843;0.044469605
18/02/2015;2015;2;18;0.235500281;0.472089187;0;0.353787179;0.033543931;0.245919705;0.455893393;0.565770089;0;0.334376218;0.598076861;0.080077457;0.121465877;0.198838816;0;0.563706443;0.052659018
19/02/2015;2015;2;19;0.232885048;0.46562367;0;0.267239744;0.031982941;0.308771375;0.425467697;0.563470982;0;0.256151316;0.546102285;0.057040598;0.157764624;0.008860746;0;0.540911987;0.052413446
20/02/2015;2015;2;20;0.124125913;0.465277778;0;0.216203846;0.011211229;0.295687396;0.428496064;0.567637649;0;0.257869152;0.562160938;0.056797543;0.258159239;0.363730263;0;0.571362915;0.04596719
21/02/2015;2015;2;21;0.091198707;0.307817156;0;0.196263462;0.020850008;0.240863437;0.307528813;0.526156994;0;0;0.581693237;0.079642094;0.076053273;0.136593202;0;0.555271789;0.033808374
22/02/2015;2015;2;22;0.092436762;0.280677948;0;0.141420513;0.024890412;0.211158153;0.221091023;0.559427083;0;0.00856847;0.543698826;0.056885684;0.037238858;0.083362171;0;0.499945162;0.023247786
23/02/2015;2015;2;23;0.155628162;0.403522776;0;0.200397436;0.038663194;0.227857352;0.375213051;0.582046131;0;0.183523392;0.588424223;0.090982906;0.163976903;0.29335307;0;0.555822783;0.04180153
24/02/2015;2015;2;24;0.133684654;0.465064921;0;0.194050641;0.025731431;0.254884441;0.372955726;0.597864583;0;0.289111842;0.58849633;0.091087073;0.217345636;0.369714912;0;0.571287186;0.051771337
25/02/2015;2015;2;25;0.208545531;0.469242231;0;0.279544872;0.017730429;0.25083622;0.365311257;0.638113839;0;0.212930068;0.656937879;0.194508547;0.159447539;0.354792105;0;0.585129941;0.053514493
26/02/2015;2015;2;26;0.166611861;0.443193912;0;0.18644359;0.02016867;0.267026814;0.432016476;0.680658482;0;0.194714912;0.615622306;0.272986111;0.252161676;0.355708333;0;0.579233517;0.042583535
27/02/2015;2015;2;27;0.198461214;0.453357812;0;0.261164744;0.026530454;0.264041623;0.433512905;0.684449405;0;0.166988304;0.610767884;0.261565171;0.122774489;0.234737281;0;0.626746992;0.048509461
28/02/2015;2015;2;28;0.091051152;0.413713282;0;0.171599359;0.007843105;0.246277103;0.330705706;0.622254464;0;0.109356725;0.51488779;0.181917735;0.074294916;0.224289693;0;0.533863959;0.034879227
01/03/2015;2015;3;1;0.06888561;0.4401341;0;0.060992308;0.0227657;0.217405748;0.179672916;0.551592262;0;0.150010965;0.412823253;0.113725962;0.028188835;0.268839912;0;0.394801851;0.032615741
02/03/2015;2015;3;2;0.119641653;0.457588335;0;0.221458974;0.016755462;0.304365756;0.331882558;0.479735863;0;0.278806043;0.55603874;0.121757479;0.314580432;0.325375;0;0.564471568;0.047808977
03/03/2015;2015;3;3;0.103452782;0.486776288;0;0.179204487;0.013743961;0.341397702;0.358346522;0.420226935;0;0.151903021;0.588956119;0.143434829;0.21330954;0.310941886;0;0.591856773;0.055508253
04/03/2015;2015;3;4;0.13207982;0.475122393;0;0.095536538;0.024798254;0.278674328;0.410396883;0.358180804;0;0.079275097;0.64543198;0.182561432;0.069695915;0.293127193;0;0.614447543;0.042714372
05/03/2015;2015;3;5;0.188478078;0.583785653;0;0.236425;0.022180775;0.280699584;0.410934583;0.191119792;0;0.168099415;0.682775269;0.174967949;0.097890552;0.355214254;0;0.645504304;0.050882649
06/03/2015;2015;3;6;0.246354694;0.57447318;0;0.216527564;0.025806022;0.339118143;0.443404553;0.086941964;0;0.091500975;0.6318726;0.127112714;0.207715297;0.266237281;0;0.618510801;0.061980676
07/03/2015;2015;3;7;0.119286116;0.462404215;0;0.131439103;0.008110452;0.280614816;0.318191502;0.088556548;0;0.028311404;0.431942447;0.114017094;0.226720636;0.235991447;0;0.491690691;0.037703301
08/03/2015;2015;3;8;0.110687184;0.498297148;0;0.081892949;0.018195611;0.239866846;0.202753429;0.119255952;0;0.022378168;0.39524935;0.121626603;0.057581825;0.236118092;0;0.397243461;0.041936393
09/03/2015;2015;3;9;0.131121417;0.610179864;0;0.194512179;0.026519955;0.30801305;0.32616062;0.169296875;0;0.061970029;0.623196117;0.121209936;0.179987813;0.379775768;0;0.600594343;0.054174718
10/03/2015;2015;3;10;0.127658797;0.628033206;0;0.209392949;0.022437898;0.311408332;0.343524268;0.267440476;0;0.103684211;0.557508206;0.105969551;0.244643686;0.348298246;0;0.570913763;0.053049517
11/03/2015;2015;3;11;0.108878583;0.64205513;0;0.197733333;0.022882837;0.286310277;0.317455969;0.382403274;0;0.057780214;0.640399604;0.090742521;0.158133124;0.282625877;0;0.60252674;0.05376409
12/03/2015;2015;3;12;0.141420742;0.631944444;0;0.200790385;0.016770902;0.250613992;0.315289952;0.472511161;0;0.054357943;0.676387805;0.106885684;0.288222493;0.298060965;0;0.603312756;0.047575483
13/03/2015;2015;3;13;0.154310006;0.61856109;0;0.190108333;0.022234368;0.233662781;0.336985634;0.520238095;0;0;0.615085718;0.159123932;0.081058496;0.28552193;0;0.593024045;0.048881844
14/03/2015;2015;3;14;0.125171445;0.48403576;0;0.171733333;0.039109505;0.180213431;0.294552999;0.610323661;0;0;0.534591044;0.159238782;0.184058728;0.258575658;0;0.535138297;0.034087158
15/03/2015;2015;3;15;0.076810006;0.389474244;0;0.098787821;0.008424325;0.181922527;0.231829803;0.645974702;0;0.018034844;0.503393952;0.159236111;0.21420903;0.109690132;0;0.487543871;0.031537842
16/03/2015;2015;3;16;0.108000281;0.461153682;0;0.227802564;0.017500892;0.285984953;0.342803953;0.637232143;0;0.078825536;0.559063793;0.150641026;0.260996982;0.247442763;0;0.561304003;0.039858092
17/03/2015;2015;3;17;0.147321529;0.567794806;0;0.140015385;0.019353179;0.252678195;0.325348998;0.653005952;0;0.094307992;0.604050276;0.180769231;0.334685469;0.249841009;0;0.567307491;0.048651369
18/03/2015;2015;3;18;0.092692524;0.674329502;0;0.176109615;0.014829477;0.271824197;0.246814382;0.638835565;0;0.04899001;0.648730645;0.180769231;0.220923282;0.229743421;0;0.56873851;0.04071256
19/03/2015;2015;3;19;0.100822091;0.750718391;0;0.202063462;0.030274896;0.143225014;0.313078281;0.65094122;0;0.086765351;0.658931732;0.172956731;0.102782614;0.330710746;0;0.567618242;0.048587963
20/03/2015;2015;3;20;0.093982574;0.626702852;0;0.253359615;0.021304416;0.168879786;0.333470295;0.632250744;0;0.066822612;0.651533058;0.14309562;0.172884749;0.184960307;0;0.586626243;0.039220008
21/03/2015;2015;3;21;0.047098089;0.548158791;0;0.198985256;0.027389108;0.210903851;0.224012864;0.60983631;0;0.078006823;0.537860987;0.127588141;0.301183844;0.215253838;0;0.491889154;0.040892713
22/03/2015;2015;3;22;0.046606239;0.538766496;0;0.138916667;0.027665788;0.145119683;0.164084693;0.675651042;0;0.011709308;0.556099049;0.105448718;0.081987001;0.206183114;0;0.463057262;0.037373188
23/03/2015;2015;3;23;0.193674817;0.633008727;0;0.220848718;0.026644365;0.243488939;0.278746652;0.608779762;0;0.258898635;0.624340874;0.135325855;0.314757428;0.32504386;0;0.54775633;0.056063808
24/03/2015;2015;3;24;0.172717819;0.671136654;0;0.222057692;0.04777716;0.184985612;0.280714836;0.575796131;0;0.215812622;0.672758532;0.119898504;0.092450093;0.223626096;0;0.566907955;0.057218196
25/03/2015;2015;3;25;0.19844154;0.608716475;0;0.170761538;0.034799421;0.1329544;0.279690163;0.635420387;0;0.245732212;0.678337344;0.104780983;0.083556755;0.160908443;0;0.531970732;0.050439815
26/03/2015;2015;3;26;0.225004216;0.583173691;0;0.217746795;0.043682889;0.148022397;0.280440914;0.555286458;0;0.232631579;0.687636458;0.132751068;0.094739438;0.198373246;0;0.560486651;0.06509058
27/03/2015;2015;3;27;0.087121979;0.635456577;0;0.217462179;0.010463123;0.159346878;0.252044274;0.574088542;0;0.008646442;0.709001951;0.216177885;0.041498375;0.270514912;0;0.582615213;0.051675725
28/03/2015;2015;3;28;0.076631535;0.626623031;0;0.190376282;0.013297719;0.132555763;0.132964045;0.65484003;0;0.035967349;0.565489548;0.193373397;0.011220404;0.233175658;0;0.476074831;0.027263486
29/03/2015;2015;3;29;0.057092468;0.6201043;0;0.081819231;0.024595548;0.118076557;0.077007751;0.579761905;0;0.012197856;0.469222749;0.196140491;0.008611885;0.011877193;0;0.381434361;0.021341586
30/03/2015;2015;3;30;0.114786397;0.554597701;0;0.153635897;0.028523825;0.1570467;0.174752455;0.646685268;0;0.094588207;0.554989053;0.167315705;0.018451137;0.166560307;0;0.490416353;0.035801127
31/03/2015;2015;3;31;0.071242271;0.568087484;0;0.340045513;0.031812349;0.184976448;0.232078362;0.732868304;0;0.222839912;0.574472857;0.135496795;0.024698236;0.196912939;0;0.500838243;0.05479066
01/04/2015;2015;4;1;0.106652614;0.577213708;0;0.249102564;0.071081604;0.176976228;0.268484701;0.798311012;0;0.317603558;0.519648737;0.106418269;0.067705432;0.172200877;0;0.474481909;0.048154187
02/04/2015;2015;4;2;0.143996627;0.540017029;0;0.271549359;0.043255929;0.156297539;0.268220924;0.81765997;0;0.121176901;0.504693097;0.106466346;0.118863162;0.210329167;0;0.477910608;0.04418277
03/04/2015;2015;4;3;0.087539348;0.518279055;0;0.377066667;0.031174311;0.129637012;0.289936896;0.829497768;0;0.069625975;0.485751719;0.152147436;0.263892758;0.155416338;0;0.439385393;0.043804348
04/04/2015;2015;4;4;0.084093592;0.488399319;0;0.392512179;0.037335859;0.13458331;0.144910113;0.730751488;0;0;0.557846928;0.167355769;0.05582637;0.228041228;0;0.441448358;0.041785427
05/04/2015;2015;4;5;0.056729904;0.426298425;0;0.339299359;0.031780234;0.141378457;0.114073533;0.60249256;0;0;0.497037533;0.121663996;0.020253018;0.175552303;0;0.410864252;0.046411031
06/04/2015;2015;4;6;0.065088533;0.611643252;0;0.344317949;0.037580287;0.148652426;0.098470092;0.608456101;0;0;0.499985569;0.144479167;0.084450441;0.302315789;0;0.415125971;0.056579106
07/04/2015;2015;4;7;0.106651209;0.722674542;0;0.378235256;0.046143294;0.135767765;0.182574466;0.59141369;0;0.449086257;0.519883237;0.166119124;0.243129062;0.270265351;0;0.466068146;0.03861715
08/04/2015;2015;4;8;0.113591906;0.70764155;0;0.400689103;0.027682532;0.133641704;0.1774511;0.683943452;0;0.363340643;0.558744906;0.157860577;0.185416667;0.248785088;0;0.461790758;0.051253019
09/04/2015;2015;4;9;0.092626476;0.638409962;0;0.414303846;0.026000563;0.213868422;0.192506696;0.63702753;0;0.29521808;0.563680664;0.166866987;0.305512999;0.292694079;0;0.503731616;0.041612319
10/04/2015;2015;4;10;0.074926925;0.554650915;0;0.474189744;0.026600379;0.189851726;0.226052066;0.660081845;0;0.139270224;0.540038833;0.20423344;0.254082521;0.388502193;0;0.543941151;0.029236111
11/04/2015;2015;4;11;0.036073637;0.665229885;0;0.373591667;0.032329065;0.160373252;0.162070855;0.771071429;0;0.106669103;0.438662114;0.214022436;0.116959726;0.184769737;0;0.381436973;0.037849235
12/04/2015;2015;4;12;0.033790051;0.558322691;0;0.285495513;0.033497543;0.089693187;0.085925452;0.793932292;0;0;0.356632061;0.19153312;0.034894383;0.086282895;0;0.325663805;0.059336755
13/04/2015;2015;4;13;0.108843451;0.570375692;0;0.475045513;0.052355553;0.111634226;0.175229283;0.767831101;0;0.075953947;0.466658863;0.202280983;0.034369197;0.096118421;0;0.448898533;0.053731884
14/04/2015;2015;4;14;0.093409219;0.536904002;0;0.449962179;0.044878335;0.116699657;0.189513838;0.81639881;0;0.181776316;0.517731838;0.134834402;0.029906569;0.229692982;0;0.52063226;0.047130636
15/04/2015;2015;4;15;0.085868465;0.463761175;0;0.405832692;0.041294604;0.157825645;0.231850093;0.656648065;0;0.05505848;0.497101263;0.112708333;0.250255339;0.207719298;0;0.47919278;0.052334944
16/04/2015;2015;4;16;0.112951096;0.441251596;0;0.468505769;0.041607653;0.130984128;0.241736669;0.60313244;0;0.160687135;0.51705187;0.11318109;0.106653319;0.264078947;0;0.455855164;0.03488124
17/04/2015;2015;4;17;0.093267285;0.473765432;0;0.510344872;0.031291104;0.159372079;0.225534656;0.601696429;0;0.170422758;0.563177567;0.113763355;0.094698816;0.239528509;0;0.491429556;0.026917271
18/04/2015;2015;4;18;0.046308319;0.435610898;0;0.374746795;0.032587698;0.113989388;0.119704164;0.637883185;0;0.172212476;0.455838149;0.113744658;0.043282846;0.197039474;0;0.469105143;0.051602254
19/04/2015;2015;4;19;0.047438168;0.468843125;0;0.215840385;0.029800107;0.122429483;0.103202865;0.717991071;0;0.136463207;0.376111065;0.113744658;0.086156569;0.167050439;0;0.396305987;0.044951691
20/04/2015;2015;4;20;0.097678471;0.503219455;0;0.384557692;0.046228247;0.148583695;0.206466602;0.696897321;0;0.123987573;0.502757974;0.13525641;0.04294046;0.184166667;0;0.478114293;0.063084742
21/04/2015;2015;4;21;0.083631254;0.542810771;0;0.359192949;0.039717968;0.121934624;0.160635297;0.512779018;0;0.303907164;0.470498421;0.112713675;0.039177112;0.215964912;0;0.461187537;0.065224436
22/04/2015;2015;4;22;0.094929736;0.597461686;0;0.334685256;0.051893802;0.150970932;0.158225793;0.476160714;0;0.163012914;0.473524108;0.136501068;0.049683728;0.182719298;0;0.486034512;0.069388084
23/04/2015;2015;4;23;0.115259978;0.511946573;0;0.356082051;0.043857529;0.162093803;0.193267592;0.502890625;0;0.172978801;0.422859253;0.136482372;0.125159587;0.178881579;0;0.474408791;0.065608897
24/04/2015;2015;4;24;0.149170883;0.507742656;0;0.279045513;0.049571668;0.141121864;0.237501015;0.556421131;0;0.251567982;0.506394974;0.12900641;0.052875464;0.198059211;0;0.54113134;0.065744767
25/04/2015;2015;4;25;0.059551714;0.548930396;0;0.246150641;0.045498532;0.106726875;0.115833739;0.627938988;0;0.034689327;0.40781562;0.08974359;0.057303273;0.170328947;0;0.474654258;0.057235306
26/04/2015;2015;4;26;0.058707139;0.436010004;0;0.17316859;0.043687829;0.120477539;0.087847983;0.701335565;0;0;0.411906865;0.081330128;0.070029596;0.088421053;0;0.458147928;0.040004026
27/04/2015;2015;4;27;0.124279089;0.479485951;0;0.308500641;0.068844971;0.127632375;0.174696656;0.708493304;0;0.105113304;0.571774681;0.136404915;0.054741179;0.212401316;0;0.559836425;0.048920089
28/04/2015;2015;4;28;0.112455031;0.532726692;0;0.281037179;0.066499575;0.170710306;0.196635825;0.648563988;0;0.224558967;0.56956562;0.113611111;0.040813603;0.29375;0;0.544027325;0.061886071
29/04/2015;2015;4;29;0.097313097;0.514899957;0;0.309839103;0.076652668;0.173230421;0.214040054;0.705271577;0;0.200114522;0.544853586;0.090868056;0.034055826;0.220153509;0;0.516495885;0.044953704
30/04/2015;2015;4;30;0.122671445;0.474164538;0;0.331929487;0.07321606;0.145467917;0.260728634;0.72155506;0;0.190856481;0.537843661;0.09085203;0.013820218;0.21745614;0;0.522708281;0.061537842
01/05/2015;2015;5;1;0.058177347;0.447610685;0;0.233948077;0.050136419;0.097132109;0.15693227;0.728377976;0;0.147796053;0.425332033;0.091006944;0.06380571;0.194989035;0;0.447514519;0.077616747
02/05/2015;2015;5;2;0.075512929;0.459716901;0;0.271605128;0.035724912;0.124690713;0.233615372;0.703314732;0;0.240766326;0.411751703;0.113744658;0.014542711;0.230592105;0;0.453126306;0.042163849
03/05/2015;2015;5;3;0.043445756;0.464452959;0;0.251000641;0.056417023;0.146709646;0.168426873;0.708712798;0;0.21755848;0.360598492;0.090948184;0.070279132;0.118662281;0;0.41609217;0.03206723
04/05/2015;2015;5;4;0.095255762;0.481348446;0;0.3101;0.041624533;0.13996032;0.290895625;0.686235119;0;0.684210526;0.520585671;0.090969551;0.100136374;0.295592105;0;0.530777346;0.062490942
05/05/2015;2015;5;5;0.098975548;0.507769264;0;0.357221795;0.058969862;0.202461465;0.218346725;0.690453869;0;0.437647417;0.470182259;0.113565705;0.1292276;0.317532895;0;0.464631904;0.068103865
06/05/2015;2015;5;6;0.103476672;0.496354832;0;0.339379487;0.04440883;0.225318909;0.242477275;0.703058036;0;0.482913012;0.441469915;0.090552885;0.079987813;0.211162281;0;0.446054776;0.066422101
07/05/2015;2015;5;7;0.115363969;0.509551937;0;0.286722436;0.041098691;0.194958395;0.291149257;0.690870536;0;0.601730019;0.459362381;0.10190438;0.01441214;0.246217105;0;0.444540194;0.064639694
08/05/2015;2015;5;8;0.115289488;0.558402512;0;0.375614744;0.035402942;0.212780191;0.213167559;0.778154762;0;0.520358187;0.520746114;0.113744658;0.091443245;0.315383772;0;0.504089371;0.068565821
09/05/2015;2015;5;9;0.044499719;0.490208599;0;0.194745513;0.042071599;0.213238394;0.148207329;0.812537202;0;0.489111842;0.359885668;0.193274573;0.082784935;0.308497807;0;0.459458824;0.051811594
10/05/2015;2015;5;10;0.050299325;0.519928693;0;0.127382692;0.057315958;0.195794615;0.166514487;0.813110119;0;0.364801413;0.366432491;0.125082799;0.031075905;0.192072368;0;0.479686325;0.035796095
11/05/2015;2015;5;11;0.144914278;0.529693487;0;0.287478205;0.059213123;0.208828192;0.278558964;0.815848214;0;0.516859162;0.467850783;0.182013889;0.0744487;0.284089912;0;0.545539296;0.061268116
12/05/2015;2015;5;12;0.151297077;0.543928267;0;0.340012821;0.056064174;0.222581148;0.249852893;0.69468378;0;0.464086257;0.479376657;0.180972222;0.109525882;0.280460526;0;0.578345659;0.082561393
13/05/2015;2015;5;13;0.188783024;0.564601958;0;0.23594359;0.062129309;0.2165512;0.31240362;0.776908482;0;0.50997807;0.429713768;0.181549145;0.073276462;0.298486842;0;0.545225934;0.083366546
14/05/2015;2015;5;14;0.043518831;0.518545126;0;0.195346154;0.046602986;0.196397152;0.160858494;0.874598214;0;0.609299464;0.391031014;0.180008013;0.049831708;0.319572368;0;0.53144324;0.061830717
